1272108 	 0.04 	 0.05 	 0.98 	-2.66 	 3.16 	 5.42 	 30.3 	27.18 	1013.89 	25.87 
1272608 	 0.05 	-0.00 	 0.98 	-2.21 	 0.73 	-0.05 	 30.3 	27.17 	1013.86 	26.15 
1273108 	 0.01 	 0.04 	 1.00 	 1.77 	 4.98 	 1.69 	 30.3 	27.17 	1013.84 	26.28 
1273608 	 0.00 	 0.06 	 1.01 	 1.82 	 9.92 	-5.89 	 30.2 	27.16 	1013.86 	26.08 
1274108 	-0.02 	 0.06 	 0.96 	-2.67 	 2.72 	-3.27 	 30.2 	27.16 	1013.86 	26.06 
1274608 	-0.02 	 0.05 	 1.01 	-2.00 	 0.29 	 1.79 	 30.2 	27.16 	1013.82 	26.40 
1275108 	-0.05 	 0.07 	 0.95 	-2.35 	 0.52 	 1.28 	 30.3 	27.16 	1013.87 	26.02 
1275608 	-0.04 	 0.07 	 0.99 	 2.67 	-0.27 	-1.66 	 30.2 	27.16 	1013.85 	26.15 
1276108 	-0.02 	 0.13 	 0.97 	 0.98 	 6.17 	-0.06 	 30.3 	27.17 	1013.86 	26.11 
1276608 	-0.02 	 0.12 	 1.01 	-7.62 	-2.11 	-3.39 	 30.3 	27.18 	1013.85 	26.16 
1277108 	-0.00 	 0.06 	 0.98 	-1.25 	 0.20 	 2.40 	 30.3 	27.18 	1013.83 	26.29 
1277608 	-0.00 	 0.13 	 0.96 	-8.38 	 3.42 	-1.88 	 30.3 	27.19 	1013.86 	26.04 
1278108 	 0.00 	 0.12 	 0.93 	-4.64 	-5.13 	 5.04 	 30.3 	27.19 	1013.86 	26.04 
1278608 	-0.02 	 0.08 	 0.98 	-5.59 	 1.13 	-23.83 	 30.2 	27.18 	1013.90 	25.73 
1279108 	-0.09 	 0.12 	 0.99 	-1.31 	 2.93 	 1.92 	 30.2 	27.18 	1013.90 	25.73 
1279608 	-0.05 	 0.09 	 0.98 	-4.15 	 0.34 	 13.74 	 30.2 	27.17 	1013.87 	26.02 
1280108 	-0.08 	 0.05 	 0.96 	-8.49 	 0.73 	 13.39 	 30.2 	27.17 	1013.86 	26.09 
1280608 	-0.05 	 0.03 	 0.98 	-2.44 	 0.14 	 3.54 	 30.2 	27.17 	1013.91 	25.68 
1281108 	-0.06 	 0.03 	 0.98 	-2.34 	-0.92 	 0.32 	 30.2 	27.17 	1013.89 	25.83 
1281608 	-0.04 	 0.01 	 0.99 	-9.42 	 8.43 	 12.81 	 30.2 	27.18 	1013.87 	26.06 
1282108 	-0.03 	-0.01 	 1.03 	 2.40 	-0.35 	-7.13 	 30.2 	27.18 	1013.87 	26.02 
1282608 	 0.01 	 0.01 	 1.00 	-5.01 	 12.58 	-3.71 	 30.2 	27.17 	1013.84 	26.21 
1283108 	-0.01 	-0.04 	 0.99 	-11.16 	-7.86 	 10.75 	 30.2 	27.18 	1013.80 	26.55 
1283608 	-0.04 	-0.03 	 0.98 	 8.41 	-2.72 	-5.79 	 30.2 	27.17 	1013.82 	26.43 
1284108 	-0.07 	 0.05 	 0.97 	-0.84 	 7.22 	-2.26 	 30.2 	27.17 	1013.77 	26.86 
1284608 	-0.07 	 0.09 	 0.83 	-2.76 	 0.00 	-2.60 	 30.2 	27.16 	1013.81 	26.52 
1285108 	 0.04 	-0.04 	 0.31 	 42.81 	-48.50 	 34.26 	 30.1 	27.16 	1013.79 	26.56 
1285608 	 0.01 	 0.05 	 1.01 	 12.34 	-3.66 	 1.73 	 30.3 	27.17 	1013.84 	26.25 
1286108 	 0.01 	 0.06 	 0.97 	-0.81 	-3.50 	-2.56 	 30.1 	27.16 	1013.86 	26.06 
1286608 	 0.00 	 0.03 	 0.98 	-3.27 	 3.73 	 1.97 	 30.2 	27.16 	1013.85 	26.16 
1287108 	-0.02 	 0.04 	 1.02 	-0.40 	 2.98 	 1.79 	 30.3 	27.16 	1013.83 	26.29 
1287608 	-0.01 	 0.04 	 1.02 	-2.44 	 2.09 	 0.78 	 30.2 	27.17 	1013.86 	26.05 
1288108 	 0.04 	 0.09 	 1.02 	-2.23 	-0.06 	-2.14 	 30.2 	27.17 	1013.86 	26.06 
1288608 	 0.04 	-0.02 	 1.00 	-21.04 	-3.68 	 11.97 	 30.3 	27.18 	1013.83 	26.04 
1289108 	 0.03 	-0.10 	 0.98 	-21.24 	-15.18 	 23.65 	 30.2 	27.18 	1013.87 	25.99 
1289608 	 0.01 	-0.13 	 1.05 	-7.85 	 0.99 	-11.24 	 30.2 	27.18 	1013.81 	26.51 
1290108 	 0.01 	-0.12 	 1.01 	 0.85 	 7.10 	-5.56 	 30.2 	27.17 	1013.82 	26.45 
1290608 	-0.03 	-0.09 	 0.97 	-4.34 	-1.66 	-7.11 	 30.3 	27.16 	1013.82 	26.38 
1291108 	-0.01 	-0.10 	 0.93 	 4.21 	 2.49 	 0.69 	 30.1 	27.16 	1013.81 	26.53 
1291608 	-0.05 	 0.01 	 0.83 	 8.38 	-2.90 	 11.50 	 30.1 	27.15 	1013.80 	26.55 
1292108 	 0.02 	 0.03 	 0.96 	-7.39 	-16.34 	 13.82 	 30.1 	27.16 	1013.85 	26.13 
1292608 	 0.01 	-0.02 	 1.00 	-4.27 	 5.91 	-8.31 	 30.2 	27.18 	1013.87 	26.00 
1293108 	 0.08 	-0.05 	 0.99 	-12.64 	-12.67 	 3.25 	 30.1 	27.19 	1013.87 	26.04 
1293608 	 0.09 	-0.02 	 0.94 	 10.53 	 2.12 	 9.30 	 30.2 	27.19 	1013.89 	25.86 
1294108 	 0.05  	 0.03 	 0.94 	-0.85 	 0.44 	-15.08 	 30.3 	27.18 	1013.87 	25.87 
1294608 	 0.08  	 0.01 	 0.98 	-8.49 	 2.95 	-53.25 	 30.2 	27.18 	1013.87 	25.99 
1295108 	 0.03 	-0.02 	 0.95 	-9.24 	 3.25 	-58.87 	 30.3 	27.17 	1013.85 	26.13 
1295608 	-0.08 	-0.04 	 0.98 	-14.34 	 2.56 	-56.26 	 30.3 	27.16 	1013.86 	26.05 
1296108 	 0.02 	-0.08 	 0.98 	-7.50 	-8.72 	 7.39 	 30.3 	27.16 	1013.88 	25.91 
1296608 	 0.07 	-0.02 	 1.00 	 3.25 	 8.70 	 29.25 	 30.2 	27.16 	1013.89 	25.87 
1297108 	 0.04 	 0.06 	 0.96 	 3.54 	 4.82 	 33.71 	 30.2 	27.15 	1013.88 	25.90 
1297608 	 0.08 	-0.05 	 1.00 	-11.10 	-4.99 	 52.60 	 30.3 	27.15 	1013.89 	25.81 
1298108 	-0.03  	 0.03 	 0.98 	 2.03 	-5.69 	 15.86 	 30.2 	27.15 	1013.91 	25.68 
1298608 	 0.08  	-0.08 	 0.94 	-3.74 	-1.05 	 43.11 	 30.1 	27.15 	1013.87 	25.96 
1299108 	 0.06  	-0.05 	 0.96 	 7.69 	-4.93 	 53.68 	 30.3 	27.14 	1013.88 	25.94 
1299608 	 0.14  	-0.06 	 0.99 	-11.63 	-3.88 	 64.72 	 30.2 	27.14 	1013.89 	25.80 
1300108 	 0.10  	-0.08 	 0.99 	-7.53 	-3.42 	 36.92 	 30.4 	27.15 	1013.89 	25.80 
1300608 	 0.18  	-0.11 	 0.97 	 0.46 	 2.75 	-16.55 	 30.3 	27.15 	1013.91 	25.66 
1301108 	 0.13  	-0.05 	 0.96 	 2.18 	 6.78 	-65.01 	 30.3 	27.15 	1013.91 	25.68 
1301608 	 0.10  	-0.04 	 0.97 	-22.03 	 2.24 	-102.96	 30.2 	27.15 	1013.87 	25.99 
1302108 	 0.15  	-0.03 	 1.03 	 7.15 	-7.40 	-99.77 	 30.3 	27.16 	1013.90 	25.74 
1302608 	 0.06 	 0.03 	 0.99 	-8.47 	 22.69 	-81.16 	 30.3 	27.14 	1013.88 	25.91 
1303108 	-0.03 	-0.02 	 1.00 	-5.37 	 12.53 	-61.95 	 30.3 	27.14 	1013.89 	25.90 
1303608 	-0.01 	-0.05 	 0.95 	-5.88 	-5.42 	 1.59 	 30.2 	27.13 	1013.87 	26.03 
1304108 	 0.03 	-0.01 	 0.99 	 15.22 	-12.08 	 105.37	 30.3 	27.13 	1013.90 	25.78 
1304608 	 0.05 	 0.02 	 1.00 	 22.56 	 19.79 	 54.38 	 30.2 	27.13 	1013.84 	26.27 
1305108 	 0.10 	-0.22 	 0.98 	 0.03 	-1.47 	 13.13 	 30.2 	27.13 	1013.87 	26.02 
1305608 	 0.03  	 0.25 	 0.93 	 60.03 	 22.76 	-8.46 	 30.3 	27.13 	1013.87 	25.99 
1306108 	-0.04  	 0.78 	 0.66 	 87.95 	 6.58 	-5.15 	 30.2 	27.12 	1013.88 	25.92 
1306608 	-0.11  	 1.00 	 0.06 	 47.50 	-5.25 	-3.68 	 30.3 	27.12 	1013.89 	25.89 
1307108 	-0.08  	 0.98 	-0.10 	-38.29 	-3.33 	-3.16 	 30.3 	27.12 	1013.89 	25.83 
1307608 	 0.05  	 0.66 	 0.74 	-119.53	 4.02 	 30.18 	 30.3 	27.13 	1013.87 	25.96 
1308108 	-0.02  	 0.11 	 0.99 	-62.66 	-20.90 	 11.21 	 30.2 	27.14 	1013.89 	25.86 
1308608 	 0.06 	-0.27 	 1.00 	-47.66 	-3.36 	-2.11 	 30.2 	27.14 	1013.90 	25.78 
1309108 	 0.02 	-0.67 	 0.72 	-38.73 	 0.64 	 3.19 	 30.2 	27.14 	1013.93 	25.51 
1309608 	 0.07 	-0.73 	 0.69 	 10.92 	 4.60 	-0.40 	 30.2 	27.14 	1013.91 	25.66 
1310108 	 0.08 	-0.49 	 0.84 	 42.35 	-5.24 	-6.92 	 30.2 	27.14 	1013.90 	25.63 
1310608 	 0.09 	-0.03 	 0.98 	 58.52 	 7.07 	-2.72 	 30.3 	27.14 	1013.88 	25.91 
1311108 	 0.09 	 0.44 	 0.88 	 55.07 	-12.76 	 5.92 	 30.3 	27.13 	1013.91 	25.69 
1311608 	 0.11 	 0.71 	 0.66 	 34.60 	-8.66 	-15.42 	 30.3 	27.12 	1013.92 	25.59 
1312108 	 0.11 	 0.88 	 0.31 	 6.12 	-1.44 	-0.14 	 30.2 	27.12 	1013.90 	25.74 
1312608 	 0.15 	 0.82 	 0.48 	-43.88 	 8.05 	 18.75 	 30.3 	27.12 	1013.91 	25.69 
1313108 	 0.29 	 0.47 	 0.79 	-58.81 	 19.08 	 16.05 	 30.2 	27.13 	1013.93 	25.49 
1313608 	 0.11 	 0.14 	 0.97 	-11.73 	 13.71 	 5.65 	 30.3 	27.14 	1013.90 	25.77 
1314108 	-0.33 	 0.09 	 0.95 	-7.92 	 48.76 	-3.53 	 30.3 	27.13 	1013.91 	25.69 
1314608 	-0.76 	 0.07 	 0.55 	 3.74 	 82.98 	-4.06 	 30.2 	27.13 	1013.95 	25.36 
1315108 	-0.97 	 0.07 	 0.08 	-1.01 	 31.73 	 1.69 	 30.3 	27.13 	1013.95 	25.32 
1315608 	-0.82 	 0.03 	 0.50 	-11.80 	-95.27 	 14.09 	 30.3 	27.12 	1013.89 	25.58 
1316108 	-0.01 	-0.03 	 0.98 	-12.29 	-85.62 	-5.33 	 30.3 	27.11 	1013.93 	25.53 
1316608 	 0.67 	-0.12 	 0.71 	-5.22 	-103.08	 17.95 	 30.3 	27.11 	1013.93 	25.51 
1317108 	 1.02 	-0.23 	 0.18 	-2.52 	-35.21 	 11.53 	 30.3 	27.12 	1013.93 	25.52 
1317608 	 0.65 	-0.05 	 0.75 	 22.92 	 99.60 	-37.13 	 30.4 	27.13 	1013.91 	25.62 
1318108 	-0.16 	 0.07 	 0.90 	-2.75 	 61.77 	-14.78 	 30.3 	27.13 	1013.92 	25.62 
1318608 	-0.66 	 0.09 	 0.76 	 2.98 	 45.50 	-0.41 	 30.4 	27.12 	1013.91 	25.66 
1319108 	-0.98 	 0.09 	 0.10 	 21.19 	 41.85 	-1.63 	 30.3 	27.11 	1013.92 	25.68 
1319608 	-0.73 	 0.00 	 0.74 	-23.94 	-105.71	 15.69 	 30.4 	27.11 	1013.92 	25.56 
1320108 	 0.05 	-0.07 	 0.94 	-14.82 	-80.31 	 0.64 	 30.3 	27.11 	1013.93 	25.51 
1320608 	 0.74 	-0.09 	 0.66 	 6.64 	-86.85 	 6.41 	 30.4 	27.11 	1013.92 	25.60 
1321108 	 0.98 	-0.17 	 0.07 	-7.04 	-59.85 	 8.87 	 30.3 	27.11 	1013.91 	25.63 
1321608 	 1.05 	-0.19 	-0.05 	-4.64 	 68.14 	-4.78 	 30.3 	27.13 	1013.92 	25.58 
1322108 	 0.79 	-0.08 	 0.56 	 4.85 	 109.45	-18.69 	 30.4 	27.14 	1013.95 	25.32 
1322608 	 0.21 	-0.04 	 0.98 	 3.44 	 63.54 	-3.45 	 30.4 	27.14 	1013.91 	25.37 
1323108 	-0.27 	 0.02 	 0.92 	 5.01 	 20.84 	 1.60 	 30.5 	27.13 	1013.94 	25.41 
1323608 	-0.12 	-0.02 	 1.01 	-16.67 	-74.85 	-2.56 	 30.4 	27.11 	1013.93 	25.51 
1324108 	-0.00 	 0.01 	 0.91 	-5.47 	 3.04 	-8.41 	 30.2 	27.11 	1013.93 	25.51 
1324608 	-0.05 	-0.01 	 0.99 	-7.08 	 1.98 	-26.49 	 30.4 	27.11 	1013.94 	25.38 
1325108 	 0.05 	 0.00 	 0.94 	-7.94 	 22.96 	 9.11 	 30.3 	27.10 	1013.92 	25.57 
1325608 	 0.03 	-0.01 	 0.99 	-0.46 	-5.04 	-22.17 	 30.3 	27.10 	1013.92 	25.56 
1326108 	 0.02 	-0.02 	 0.99 	-2.24 	-2.43 	-0.93 	 30.3 	27.09 	1013.92 	25.49 
1326608 	 0.03 	-0.02 	 0.98 	-1.48 	-1.16 	-0.89 	 30.3 	27.09 	1013.95 	25.36 
1327108 	 0.02 	-0.01 	 0.98 	-1.86 	 2.56 	-0.73 	 30.4 	27.08 	1013.94 	25.41 
1327608 	 0.03 	-0.01 	 0.98 	-1.83 	 0.99 	-0.05 	 30.4 	27.08 	1013.95 	25.34 
1328108 	 0.03 	-0.01 	 0.97 	-1.86 	 1.48 	-0.43 	 30.4 	27.08 	1013.95 	25.30 
1328608 	 0.03 	-0.02 	 0.99 	-2.08 	 4.09 	-0.47 	 30.3 	27.08 	1013.95 	25.37 
1329108 	 0.03 	 0.00 	 0.99 	-2.08 	 3.74 	-0.31 	 30.4 	27.08 	1013.95 	25.30  
